title,abstract,keywords,year,cleaned,is_empty
A Transformer-Based Model for Super-Resolution of Anime Image,"Image super-resolution (ISR) technology aims to enhance resolution and
improve image quality. It is widely applied to various real-world
applications related to image processing, especially in medical images,
while relatively little appliedto anime image production. Furthermore,
contemporary ISR tools are often based on convolutional neural networks
(CNNs), while few methods attempt to use transformers that perform well
in other advanced vision tasks. We propose a so-called anime image
super-resolution (AISR) method based on the Swin Transformer in this
work. The work was carried out in several stages. First, a shallow
feature extraction approach was employed to facilitate the features map
of the input image's low-frequency information, which mainly
approximates the distribution of detailed information in a spatial
structure (shallow feature). Next, we applied deep feature extraction to
extract the image semantic information (deep feature). Finally, the
image reconstruction method combines shallow and deep features to
upsample the feature size and performs sub-pixel convolution to obtain
many feature map channels. The novelty of the proposal is the
enhancement of the low-frequency information using a Gaussian filter and
the introduction of different window sizes to replace the patch merging
operations in the Swin Transformer. A high-quality anime dataset was
constructed to curb the effects of the model robustness on the online
regime. We trained our model on this dataset and tested the model
quality. We implement anime image super-resolution tasks at different
magnifications (2x, 4x, 8x). The results were compared numerically and
graphically with those delivered by conventional convolutional neural
network-based and transformer-based methods. We demonstrate the
experiments numerically using standard peak signal-to-noise ratio (PSNR)
and structural similarity (SSIM), respectively. The series of
experiments and ablation study showcase that our proposal outperforms
others.","super-resolution; anime image; swin transformer; image reconstruction;
shallow feature; deep feature; low-frequency information; high-frequency
information; anime dataset",2022,"A Transformer-Based Model for Super-Resolution of Anime Image Image super-resolution (ISR) technology aims to enhance resolution and
improve image quality. It is widely applied to various real-world
applications related to image processing, especially in medical images,
while relatively little appliedto anime image production. Furthermore,
contemporary ISR tools are often based on convolutional neural networks
(CNNs), while few methods attempt to use transformers that perform well
in other advanced vision tasks. We propose a so-called anime image
super-resolution (AISR) method based on the Swin Transformer in this
work. The work was carried out in several stages. First, a shallow
feature extraction approach was employed to facilitate the features map
of the input image's low-frequency information, which mainly
approximates the distribution of detailed information in a spatial
structure (shallow feature). Next, we applied deep feature extraction to
extract the image semantic information (deep feature). Finally, the
image reconstruction method combines shallow and deep features to
upsample the feature size and performs sub-pixel convolution to obtain
many feature map channels. The novelty of the proposal is the
enhancement of the low-frequency information using a Gaussian filter and
the introduction of different window sizes to replace the patch merging
operations in the Swin Transformer. A high-quality anime dataset was
constructed to curb the effects of the model robustness on the online
regime. We trained our model on this dataset and tested the model
quality. We implement anime image super-resolution tasks at different
magnifications (2x, 4x, 8x). The results were compared numerically and
graphically with those delivered by conventional convolutional neural
network-based and transformer-based methods. We demonstrate the
experiments numerically using standard peak signal-to-noise ratio (PSNR)
and structural similarity (SSIM), respectively. The series of
experiments and ablation study showcase that our proposal outperforms
others. super-resolution; anime image; swin transformer; image reconstruction;
shallow feature; deep feature; low-frequency information; high-frequency
information; anime dataset",False
"The European experience with Japanese animation, and what it can reveal
about the transnational appeal of anime","This article discusses the impact of Japanese animated cartoons (or
`anime') in two European key markets, Italy and France. It first
provides a theoretical perspective on anime's features that appeal to
global audiences, pointing out `universal' and `particular' aspects of
this medium's contents, morals, storytelling, and visual styles. The
author posits that the notion taken for granted in much scholarship as
well as among Japanese government agencies, according to which anime's
popularity would be mainly due to its being `cool', is overrated,
arguing that it is elsewhere that the audience's affection is to be
identified. The second part discusses the success of anime in Italy and
France from the late 1970s, showing how its deep popular penetration in
the two countries was due to its sudden and massive presence in an age
dominated by a model of media consumption based on nationwide
broadcastings and theatrical releases. The crisis of such model due to
changes in media content's distribution and consumption, which occurred
from the 2000s on, did not severely affect anime's popularity in these
two markets, by virtue of the depth of its previous mainstream
circulation: a phenomenon the author reads also through the Gramscian
category of `national-popular'.","Japanese anime; European contexts; media consumption; mainstream \&amp;
subcultural; Gramsci\&\#8217; s national-popular",2021,"The European experience with Japanese animation, and what it can reveal
about the transnational appeal of anime This article discusses the impact of Japanese animated cartoons (or
`anime') in two European key markets, Italy and France. It first
provides a theoretical perspective on anime's features that appeal to
global audiences, pointing out `universal' and `particular' aspects of
this medium's contents, morals, storytelling, and visual styles. The
author posits that the notion taken for granted in much scholarship as
well as among Japanese government agencies, according to which anime's
popularity would be mainly due to its being `cool', is overrated,
arguing that it is elsewhere that the audience's affection is to be
identified. The second part discusses the success of anime in Italy and
France from the late 1970s, showing how its deep popular penetration in
the two countries was due to its sudden and massive presence in an age
dominated by a model of media consumption based on nationwide
broadcastings and theatrical releases. The crisis of such model due to
changes in media content's distribution and consumption, which occurred
from the 2000s on, did not severely affect anime's popularity in these
two markets, by virtue of the depth of its previous mainstream
circulation: a phenomenon the author reads also through the Gramscian
category of `national-popular'. Japanese anime; European contexts; media consumption; mainstream \&amp;
subcultural; Gramsci\&\#8217; s national-popular",False
"Reading border-crossing Japanese comics/anime in China: Cultural
consumption, fandom, and imagination","Differences in cultural consumption are well recognized as potential
forces for changing the cultural identity of consumers. Based on this
logic, our hypothesis posits that Chinese readers, who comprise the
largest fan community of Japanese comics/anime, are culturally
influenced by this foreign product. To examine this hypothesis, we
question whether the global values and worldviews of freedom, peaceful
coexistence, justice, companionship, and humanity, which are embedded in
Japanese comics/anime, influence the values and ideology of Chinese
readers. This study was aimed to examine the reading strategies and
patterns in legally or illegally imported border-crossing cultural
products to assess the potential cultural impact of their consumption on
young Chinese readers. Their differences in passion could affect their
devotion, their identity, and their worldviews. In this study, focus
groups in Japan and China, in-depth interviews, and textual analyses of
Japanese comic/amine were conducted to examine the reading, fandom, and
cultural impact of comics/anime on Chinese urban youth. The significance
of this study is that it explores new models of active reading that
affect the long-term shape of and changes in the values and identities
of Chinese youth. The findings of this study shed light on whether
imported cultural products could transform, change, and dilute the
ideologies of the state and nationalism, thereby allowing new and
alternative imaginings of values and global citizenship, which are
emerging areas of interest in global communication studies.","Anime; Chinese audience; cross-border reading; cultural consumption;
fandom; Japanese comic",2019,"Reading border-crossing Japanese comics/anime in China: Cultural
consumption, fandom, and imagination Differences in cultural consumption are well recognized as potential
forces for changing the cultural identity of consumers. Based on this
logic, our hypothesis posits that Chinese readers, who comprise the
largest fan community of Japanese comics/anime, are culturally
influenced by this foreign product. To examine this hypothesis, we
question whether the global values and worldviews of freedom, peaceful
coexistence, justice, companionship, and humanity, which are embedded in
Japanese comics/anime, influence the values and ideology of Chinese
readers. This study was aimed to examine the reading strategies and
patterns in legally or illegally imported border-crossing cultural
products to assess the potential cultural impact of their consumption on
young Chinese readers. Their differences in passion could affect their
devotion, their identity, and their worldviews. In this study, focus
groups in Japan and China, in-depth interviews, and textual analyses of
Japanese comic/amine were conducted to examine the reading, fandom, and
cultural impact of comics/anime on Chinese urban youth. The significance
of this study is that it explores new models of active reading that
affect the long-term shape of and changes in the values and identities
of Chinese youth. The findings of this study shed light on whether
imported cultural products could transform, change, and dilute the
ideologies of the state and nationalism, thereby allowing new and
alternative imaginings of values and global citizenship, which are
emerging areas of interest in global communication studies. Anime; Chinese audience; cross-border reading; cultural consumption;
fandom; Japanese comic",False
Anime Character Recognition using Intermediate Features Aggregation,"In this work we study the problem of anime character recognition. Anime,
refers to animation produced within Japan and work derived or inspired
from it. We propose a novel Intermediate Features Aggregation
classification head, which helps smooth the optimization landscape of
Vision Transformers (ViTs) by adding skip connections between
intermediate layers and the classification head, thereby improving
relative classification accuracy by up to 28\%. The proposed model,
named as Animesion, is the first end-to-end framework for large-scale
anime character recognition. We conduct extensive experiments using a
variety of classification models, including CNNs and self-attention
based ViTs. We also adapt its multimodal variation Vision-Language
Transformer (ViLT), to incorporate external tag data for classification,
without additional multimodal pre-training. Through our results we
obtain new insights into the effects of how hyperparameters such as
input sequence length, mini-batch size, and variations on the
architecture, affect the transfer learning performance of Vi(L)Ts.",,2022,"Anime Character Recognition using Intermediate Features Aggregation In this work we study the problem of anime character recognition. Anime,
refers to animation produced within Japan and work derived or inspired
from it. We propose a novel Intermediate Features Aggregation
classification head, which helps smooth the optimization landscape of
Vision Transformers (ViTs) by adding skip connections between
intermediate layers and the classification head, thereby improving
relative classification accuracy by up to 28\%. The proposed model,
named as Animesion, is the first end-to-end framework for large-scale
anime character recognition. We conduct extensive experiments using a
variety of classification models, including CNNs and self-attention
based ViTs. We also adapt its multimodal variation Vision-Language
Transformer (ViLT), to incorporate external tag data for classification,
without additional multimodal pre-training. Through our results we
obtain new insights into the effects of how hyperparameters such as
input sequence length, mini-batch size, and variations on the
architecture, affect the transfer learning performance of Vi(L)Ts.",False
"Blond hair, blue eyes, and ``bad{''} Japanese: representing foreigner
stereotypes in Japanese anime","This paper investigates foreigners' linguistic and visual
representations observed in 17 recent Japanese animated shows (or
anime), and explores ways to increase students' critical awareness of
issues regarding Japanese language and culture. We find that foreign
characters in anime tend to be linguistically represented with
simplified, marked Japanese, and/or interjection of native language
expressions to mark their otherness. While there are 17 countries
represented in the anime shows we examined, the majority of foreign
characters are Americans. Most of the characters are depicted as
racially white and who speak marked Japanese. Of these, it is the
American characters who are most often represented as white with blue
eyes and blond hair, the quintessential representation of foreigners in
Japan. Additionally, female characters account for only 20\% of the
total number of foreign characters, and many of them are visually
sexualised. We discuss the effects of mediatisation regarding
nihonjinron, `the theory of Japanese', and propose ways to incorporate
the findings into Japanese language instruction in order to increase
critical awareness of issues regarding language and culture among
students.","Mediatisation; anime; foreigners; representation; stereotypes; language
ideology; nihonjinron",2020,"Blond hair, blue eyes, and ``bad{''} Japanese: representing foreigner
stereotypes in Japanese anime This paper investigates foreigners' linguistic and visual
representations observed in 17 recent Japanese animated shows (or
anime), and explores ways to increase students' critical awareness of
issues regarding Japanese language and culture. We find that foreign
characters in anime tend to be linguistically represented with
simplified, marked Japanese, and/or interjection of native language
expressions to mark their otherness. While there are 17 countries
represented in the anime shows we examined, the majority of foreign
characters are Americans. Most of the characters are depicted as
racially white and who speak marked Japanese. Of these, it is the
American characters who are most often represented as white with blue
eyes and blond hair, the quintessential representation of foreigners in
Japan. Additionally, female characters account for only 20\% of the
total number of foreign characters, and many of them are visually
sexualised. We discuss the effects of mediatisation regarding
nihonjinron, `the theory of Japanese', and propose ways to incorporate
the findings into Japanese language instruction in order to increase
critical awareness of issues regarding language and culture among
students. Mediatisation; anime; foreigners; representation; stereotypes; language
ideology; nihonjinron",False
From Anime To Reality: Embodying An Anime Character As A Humanoid Robot,"Otaku is a Japanese term commonly associated with fans of Japanese
animation, comics or video games. Otaku culture has grown to be a global
phenomenon with various hobbies and media. Despite its popularity,
research eforts to contribute to the otaku culture have been modest.
Therefore, we present Hatsuki, which is a humanoid robot that is
especially designed to embody anime characters. Hatsuki advances the
state of the art as it: 1) realizes aesthetics resembling anime
characters, 2) implements 2D animelike facial expression system, and 3)
realizes anime-style behaviors and interactions. We explain Hatsuki's
design specifcs and its interaction domains as an autonomous robot and
as a teleoperated humanoid avatar. We discuss our eforts under each
interaction domain, and follow by discussing its potential deployment
venues and applications. We highlight opportunities of interplay between
otaku culture and interactive systems, potentially enabling highly
desirable interactions and familiar system designs to users exposed to
otaku culture.","Design; Robot; Interaction; Anime; Manga; Otaku; Media; Humanoid;
Culture",2021,"From Anime To Reality: Embodying An Anime Character As A Humanoid Robot Otaku is a Japanese term commonly associated with fans of Japanese
animation, comics or video games. Otaku culture has grown to be a global
phenomenon with various hobbies and media. Despite its popularity,
research eforts to contribute to the otaku culture have been modest.
Therefore, we present Hatsuki, which is a humanoid robot that is
especially designed to embody anime characters. Hatsuki advances the
state of the art as it: 1) realizes aesthetics resembling anime
characters, 2) implements 2D animelike facial expression system, and 3)
realizes anime-style behaviors and interactions. We explain Hatsuki's
design specifcs and its interaction domains as an autonomous robot and
as a teleoperated humanoid avatar. We discuss our eforts under each
interaction domain, and follow by discussing its potential deployment
venues and applications. We highlight opportunities of interplay between
otaku culture and interactive systems, potentially enabling highly
desirable interactions and familiar system designs to users exposed to
otaku culture. Design; Robot; Interaction; Anime; Manga; Otaku; Media; Humanoid;
Culture",False
"HATSUKI : An anime character like robot figure platform with anime-style
expressions and imitation learning based action generation","Japanese character figurines are popular and have a pivot position in
Otaku culture. Although numerous robots have been developed, few have
focused on otaku-culture or on embodying anime character figurines.
Therefore, we take the first steps to bridge this gap by developing
Hatsuki, which is a humanoid robot platform with anime based design.
Hatsuki's novelty lies in its aesthetic design, 2D facial expressions,
and anime-style behaviors that allows Hatsuki to deliver rich
interaction experiences resembling anime-characters. We explain our
design implementation process of Hatsuki, followed by our evaluations.
In order to explore user impressions and opinions towards Hatsuki, we
conducted a questionnaire in the world's largest anime-figurine event.
The results indicate that participants were generally very satisfied
with Hatsuki's design, and proposed various use case scenarios and
deployment contexts for Hatsuki. The second evaluation focused on
imitation learning, as such a method can provide better interaction
ability in the real world and generate rich, context-adaptive behaviors
in different situations. We made Hatsuki learn 11 actions, combining
voice, facial expressions and motions, through the neural network based
policy model with our proposed interface. Results show our approach was
successfully able to generate the actions through self-organized
contexts, which shows the potential for generalizing our approach in
further actions under different contexts. Lastly, we present our future
research direction for Hatsuki and provide our conclusion.",,2020,"HATSUKI : An anime character like robot figure platform with anime-style
expressions and imitation learning based action generation Japanese character figurines are popular and have a pivot position in
Otaku culture. Although numerous robots have been developed, few have
focused on otaku-culture or on embodying anime character figurines.
Therefore, we take the first steps to bridge this gap by developing
Hatsuki, which is a humanoid robot platform with anime based design.
Hatsuki's novelty lies in its aesthetic design, 2D facial expressions,
and anime-style behaviors that allows Hatsuki to deliver rich
interaction experiences resembling anime-characters. We explain our
design implementation process of Hatsuki, followed by our evaluations.
In order to explore user impressions and opinions towards Hatsuki, we
conducted a questionnaire in the world's largest anime-figurine event.
The results indicate that participants were generally very satisfied
with Hatsuki's design, and proposed various use case scenarios and
deployment contexts for Hatsuki. The second evaluation focused on
imitation learning, as such a method can provide better interaction
ability in the real world and generate rich, context-adaptive behaviors
in different situations. We made Hatsuki learn 11 actions, combining
voice, facial expressions and motions, through the neural network based
policy model with our proposed interface. Results show our approach was
successfully able to generate the actions through self-organized
contexts, which shows the potential for generalizing our approach in
further actions under different contexts. Lastly, we present our future
research direction for Hatsuki and provide our conclusion.",False
"ANIMATED LANDSCAPES AS REMEDIATION AND PREMEDIATION: CYBORG CITIES AND
VIRTUAL WORLDS IN JAPANESE ANIME","Cyberpunk anime often stage post-apocalyptic and hyper-technological
futures. By recognizing the narrative power of animated landscapes, this
article describes the background of these anime and explores scenarios
in which space and technology are hybridized in one narrative and
aesthetic device. Examined landscapes are taken from anime: Future boy
Conan (Mirai shonen Konan, 1978), Akira (1988), Metropolis
(Metoroporisu, 2001), Neon Genesis Evangelion (Shin seiki Evangerion,
1995), Digimon (1999), and Sword Art Online (2012). The analysis is
diegetic, stylistic and symptomatic, and is divided into two main
sections: in the first one technological cities are described as
re-mediation (Grusin, 2017) of the architectures of the Japanese
``Metabolists{''} of the 1960s; in the second one cyber-fantasy settings
are explored as pre-mediation (ibidem) of immersive virtual worlds. In
conclusion, the article recognizes anime as valuable medium to reveal
and question social issues related to technology.","Anime; narrating landscapes; cyborg cities; virtual worlds; rimediation;
premediation",2021,"ANIMATED LANDSCAPES AS REMEDIATION AND PREMEDIATION: CYBORG CITIES AND
VIRTUAL WORLDS IN JAPANESE ANIME Cyberpunk anime often stage post-apocalyptic and hyper-technological
futures. By recognizing the narrative power of animated landscapes, this
article describes the background of these anime and explores scenarios
in which space and technology are hybridized in one narrative and
aesthetic device. Examined landscapes are taken from anime: Future boy
Conan (Mirai shonen Konan, 1978), Akira (1988), Metropolis
(Metoroporisu, 2001), Neon Genesis Evangelion (Shin seiki Evangerion,
1995), Digimon (1999), and Sword Art Online (2012). The analysis is
diegetic, stylistic and symptomatic, and is divided into two main
sections: in the first one technological cities are described as
re-mediation (Grusin, 2017) of the architectures of the Japanese
``Metabolists{''} of the 1960s; in the second one cyber-fantasy settings
are explored as pre-mediation (ibidem) of immersive virtual worlds. In
conclusion, the article recognizes anime as valuable medium to reveal
and question social issues related to technology. Anime; narrating landscapes; cyborg cities; virtual worlds; rimediation;
premediation",False
"WATCH TO READ: A DIACHRONIC READING FOR THE CROSSINGS BETWEEN
MANGA, ANIME AND UNIVERSAL LITERATURE","Manga and anime have been closely related to literature since their
origins. At the beginning, they were linked to native textuality and
they have gradually been expanding to include books from all over the
world. In the following article, we will draw a timeline to determine
the characteristics that the usage of literature in manga and anime have
acquired over the centuries, while proposing a classification to address
different modern productions and the diverse ways they refer to the
world-renowned universal classics, which are part of the established
canon. Finally, we will present as an example the study of a particular
anime from the described model's point of view. To do this we are going
to use both the tools provided by cultural history and the ones from
comparative literature, in order to provide new tools for future
literary studies linked to Japanese mass culture.","Literature; manga; anime; rewrites; adaptations; parallelisms;
dichotomies",2021,"WATCH TO READ: A DIACHRONIC READING FOR THE CROSSINGS BETWEEN
MANGA, ANIME AND UNIVERSAL LITERATURE Manga and anime have been closely related to literature since their
origins. At the beginning, they were linked to native textuality and
they have gradually been expanding to include books from all over the
world. In the following article, we will draw a timeline to determine
the characteristics that the usage of literature in manga and anime have
acquired over the centuries, while proposing a classification to address
different modern productions and the diverse ways they refer to the
world-renowned universal classics, which are part of the established
canon. Finally, we will present as an example the study of a particular
anime from the described model's point of view. To do this we are going
to use both the tools provided by cultural history and the ones from
comparative literature, in order to provide new tools for future
literary studies linked to Japanese mass culture. Literature; manga; anime; rewrites; adaptations; parallelisms;
dichotomies",False
"THE SEDGWICKIAN QUEERNESS OF AN ANIME LESBIAN: READING REVOLUTIONARY
GIRL UTENA","A tentative response to Eve Sedgwick's timely question ``How to bring
your kids up gay?{''} lies at the heart of Kunihiko Ikuhara's anime TV
series Shoujo Kakumei Utena (1997). This article explores the affective
sustenance that Revolutionary Girl Utena offers to some queer children
and teens in the face of a somber heteronormative reality. The essay
performs a close reading of episode seven, ``Unfulfilled Juri{''}, and
focuses on one of the queer feminine characters that the show
cultivates, the tragic (joyful) lesbian. Paradoxically, and fortunately,
this anime lesbian is far from being an abject figure and, in fact,
becomes a site for queer identifier projections and desires.",anime; lesbian; queer; Revolutionary Girl Utena,2021,"THE SEDGWICKIAN QUEERNESS OF AN ANIME LESBIAN: READING REVOLUTIONARY
GIRL UTENA A tentative response to Eve Sedgwick's timely question ``How to bring
your kids up gay?{''} lies at the heart of Kunihiko Ikuhara's anime TV
series Shoujo Kakumei Utena (1997). This article explores the affective
sustenance that Revolutionary Girl Utena offers to some queer children
and teens in the face of a somber heteronormative reality. The essay
performs a close reading of episode seven, ``Unfulfilled Juri{''}, and
focuses on one of the queer feminine characters that the show
cultivates, the tragic (joyful) lesbian. Paradoxically, and fortunately,
this anime lesbian is far from being an abject figure and, in fact,
becomes a site for queer identifier projections and desires. anime; lesbian; queer; Revolutionary Girl Utena",False
A Challenging Benchmark of Anime Style Recognition,"Given two images of different anime roles, anime style recognition (ASR)
aims to learn abstract painting style to determine whether the two
images are from the same work, which is an interesting but challenging
problem. Unlike biometric recognition, such as face recognition, iris
recognition, and person re-identification, ASR suffers from a much
larger semantic gap but receives less attention. In this paper, we
propose a challenging ASR benchmark. Firstly, we collect a large-scale
ASR dataset (LSASRD), which contains 20,937 images of 190 anime works
and each work at least has ten different roles. In addition to the
large-scale, LSASRD contains a list of challenging factors, such as
complex illuminations, various poses, theatrical colors and exaggerated
compositions. Secondly, we design a cross-role protocol to evaluate ASR
performance, in which query and gallery images must come from different
roles to validate an ASR model is to learn abstract painting style
rather than learn discriminative features of roles. Finally, we apply
two powerful person re-identification methods, namely, AGW and
TransReID, to construct the baseline performance on LSASRD.
Surprisingly, the recent transformer model (i.e., TransReID) only
acquires a 42.24\% mAP on LSASRD. Therefore, we believe that the ASR
task of a huge semantic gap deserves deep and long-term research. We
will open our dataset and code at https://github.com/nkjcqvcpi/ASR.",,2022,"A Challenging Benchmark of Anime Style Recognition Given two images of different anime roles, anime style recognition (ASR)
aims to learn abstract painting style to determine whether the two
images are from the same work, which is an interesting but challenging
problem. Unlike biometric recognition, such as face recognition, iris
recognition, and person re-identification, ASR suffers from a much
larger semantic gap but receives less attention. In this paper, we
propose a challenging ASR benchmark. Firstly, we collect a large-scale
ASR dataset (LSASRD), which contains 20,937 images of 190 anime works
and each work at least has ten different roles. In addition to the
large-scale, LSASRD contains a list of challenging factors, such as
complex illuminations, various poses, theatrical colors and exaggerated
compositions. Secondly, we design a cross-role protocol to evaluate ASR
performance, in which query and gallery images must come from different
roles to validate an ASR model is to learn abstract painting style
rather than learn discriminative features of roles. Finally, we apply
two powerful person re-identification methods, namely, AGW and
TransReID, to construct the baseline performance on LSASRD.
Surprisingly, the recent transformer model (i.e., TransReID) only
acquires a 42.24\% mAP on LSASRD. Therefore, we believe that the ASR
task of a huge semantic gap deserves deep and long-term research. We
will open our dataset and code at https://github.com/nkjcqvcpi/ASR.",False
Turn Real People into Anime Cartoonization,"This paper presents two different methods to turn real people's photos
into anime. The first method trains photo2cartoon codes with a totally
different dataset. The second method divides cartoonization into three
steps, which are: converting original image into line drawing, drawing
color hints on line drawing, and finally colorizing. In order to train
faster and take smaller spaces, a lighten method called LWAnimeGAN is
developed. Our method is easy to implement and understand, and our goal
is to save space and time for cartoonists.",component; Cartoonization; Anime; Light Weight,2021,"Turn Real People into Anime Cartoonization This paper presents two different methods to turn real people's photos
into anime. The first method trains photo2cartoon codes with a totally
different dataset. The second method divides cartoonization into three
steps, which are: converting original image into line drawing, drawing
color hints on line drawing, and finally colorizing. In order to train
faster and take smaller spaces, a lighten method called LWAnimeGAN is
developed. Our method is easy to implement and understand, and our goal
is to save space and time for cartoonists. component; Cartoonization; Anime; Light Weight",False
Children's fiction and anime: The case of Shokojo Sera,"This article considers the case of Shokojo Sera (1985), a Japanese
animated series based on the novel A Little Princess, within the context
of the World Masterpiece Theater, a television staple that popularized
the practice of adapting classic children's books into long-running
anime. The analysis identifies the changes occurring in the adaptation,
casting a light on the creative and productive choices undertaken by the
Japanese staff. In doing so, the original novel and its reception in
Japan are taken into account, with regard to the role of translated
literature for local children's and girls' fiction. The study thus
demonstrates that the alterations found in the series are both
genre-related and explicable in terms of culturalfiltered
interpretations, as can be seen in the negotiation of the protagonist as
a Christian damsel-in-distress, combining melodramatic tropes, a
signifier of westernization and a domesticating rationale of her alleged
passivity.","adaptation; anime; children's literature and television; Japanese
translated fiction; girls' culture; Japanese culture",2021,"Children's fiction and anime: The case of Shokojo Sera This article considers the case of Shokojo Sera (1985), a Japanese
animated series based on the novel A Little Princess, within the context
of the World Masterpiece Theater, a television staple that popularized
the practice of adapting classic children's books into long-running
anime. The analysis identifies the changes occurring in the adaptation,
casting a light on the creative and productive choices undertaken by the
Japanese staff. In doing so, the original novel and its reception in
Japan are taken into account, with regard to the role of translated
literature for local children's and girls' fiction. The study thus
demonstrates that the alterations found in the series are both
genre-related and explicable in terms of culturalfiltered
interpretations, as can be seen in the negotiation of the protagonist as
a Christian damsel-in-distress, combining melodramatic tropes, a
signifier of westernization and a domesticating rationale of her alleged
passivity. adaptation; anime; children's literature and television; Japanese
translated fiction; girls' culture; Japanese culture",False
"Implications of the Worldwide Appeal of Japanese Anime: Softening the
Ground for a Relationship with the Other","Anime (Japanese animated movies) have penetrated the world with an ease
of dissemination facilitated by the Internet. The stories, though quite
broadly themed, have a predominance of images that promote a warm
relationship with the Other. Many stories allow the human characters
involved to cross the boundary between this world and the land of the
spirits: the unconscious. The fear of the unconscious has been gently
eased within the youthful audience captivated by anime. Stories have the
ability to heal, and it is my contention that these stories have played
a significant role in helping young people to accept others of differing
gender identities and various orientations, and have seeded the ground
for an acceptance of the unconscious. They make possible a relatedness
to the dragon, a relationship that for thousands of years has been
characterized by fear and repression. What fairy tales carried for many
centuries, these animated films are developing and adapting the fairy
tale message to our times and the new possibilities of our nature. They
heal our relationship with the Other, with the alien, and with the
beyond.",,2021,"Implications of the Worldwide Appeal of Japanese Anime: Softening the
Ground for a Relationship with the Other Anime (Japanese animated movies) have penetrated the world with an ease
of dissemination facilitated by the Internet. The stories, though quite
broadly themed, have a predominance of images that promote a warm
relationship with the Other. Many stories allow the human characters
involved to cross the boundary between this world and the land of the
spirits: the unconscious. The fear of the unconscious has been gently
eased within the youthful audience captivated by anime. Stories have the
ability to heal, and it is my contention that these stories have played
a significant role in helping young people to accept others of differing
gender identities and various orientations, and have seeded the ground
for an acceptance of the unconscious. They make possible a relatedness
to the dragon, a relationship that for thousands of years has been
characterized by fear and repression. What fairy tales carried for many
centuries, these animated films are developing and adapting the fairy
tale message to our times and the new possibilities of our nature. They
heal our relationship with the Other, with the alien, and with the
beyond.",False
Coverless information hiding based on the generation of anime characters,"To fundamentally resist the steganalysis, coverless information hiding
has been proposed, and it has become a research hotspot in the field of
covert communication. However, the current methods not only require a
huge image database, but also have a very low hidden capacity, making it
difficult to apply practically. In order to solve the above problems, we
propose a coverless information hiding method based on the generation of
anime characters, which first converts the secret information into an
attribute label set of the anime characters, and then uses the label set
as a driver to directly generate anime characters by using the
generative adversarial networks (GANs). The experimental results show
that compared with the current methods, the hidden capacity of the
proposed method is improved by nearly 60 times, and it also has good
performance in image quality and robustness.","Coverless information hiding; Image generation; Attribute label; Hiding
capacity",2020,"Coverless information hiding based on the generation of anime characters To fundamentally resist the steganalysis, coverless information hiding
has been proposed, and it has become a research hotspot in the field of
covert communication. However, the current methods not only require a
huge image database, but also have a very low hidden capacity, making it
difficult to apply practically. In order to solve the above problems, we
propose a coverless information hiding method based on the generation of
anime characters, which first converts the secret information into an
attribute label set of the anime characters, and then uses the label set
as a driver to directly generate anime characters by using the
generative adversarial networks (GANs). The experimental results show
that compared with the current methods, the hidden capacity of the
proposed method is improved by nearly 60 times, and it also has good
performance in image quality and robustness. Coverless information hiding; Image generation; Attribute label; Hiding
capacity",False
"Cooperation Between Anime Producers and the Japan Self-Defense Force:
Creating Fantasy and/or Propaganda?","This paper presents examples of collaboration between anime producers
and the Japan Self-Defense Force. By situating the transitions within
the context of the broader trends in collaboration between anime
producers and locations (namely, the development of contents tourism),
the key turning point in anime producer - JSDF collaboration is be
identified and explained. Then, the reasons why in recent years JSDF has
been actively collaborating with the production of pop culture contents
in the realms of fantasy and fiction with an anime fanbase will be
discussed. What is happening in Japan today is a fantasization (=
contentsization) and consumption of the military, rather than a `drift
to the right' or resurgence of militarism. The pressures to produce
military or `moe military' anime are driven by the market rather than
the military.","anime; Japan Self-Defense Force; contents tourism; fantasization; moe
military; anime pilgrimage; pop culture",2019,"Cooperation Between Anime Producers and the Japan Self-Defense Force:
Creating Fantasy and/or Propaganda? This paper presents examples of collaboration between anime producers
and the Japan Self-Defense Force. By situating the transitions within
the context of the broader trends in collaboration between anime
producers and locations (namely, the development of contents tourism),
the key turning point in anime producer - JSDF collaboration is be
identified and explained. Then, the reasons why in recent years JSDF has
been actively collaborating with the production of pop culture contents
in the realms of fantasy and fiction with an anime fanbase will be
discussed. What is happening in Japan today is a fantasization (=
contentsization) and consumption of the military, rather than a `drift
to the right' or resurgence of militarism. The pressures to produce
military or `moe military' anime are driven by the market rather than
the military. anime; Japan Self-Defense Force; contents tourism; fantasization; moe
military; anime pilgrimage; pop culture",False
