title,abstract,keywords,year,cleaned
Musicians' ethical concerns about AI: an interview study,"Generative AI in music (GAIM) technologies are rapidly transforming
music production, yet little is known about how working musicians
perceive and respond to these changes. This study presents findings from
in-depth interviews with 43 musicians, spanning diverse genres,
professional roles and experience with music technology. Our analysis,
informed by a reflexive thematic analysis approach, suggests complex
tensions between perceived benefits and risks of GAIM adoption. Key
themes were generated around tensions between (i) fear of reduced job
opportunities for professional musicians and appreciation of the
potential of AI to make individual musicians more independent and
productive; (ii) fear about the exploitation of artists' work and
benefits of open music exchanges; (iii) fear that AI will exacerbate
inequities and recognition of AI's potential to increase access to music
production. Our findings highlight the need for careful consideration of
justice and fairness in GAIM development and deployment, suggesting that
different types of GAIM use (from assistant to replacement) carry
distinct ethical implications. This work provides a foundation for
understanding how GAIMs can be integrated into music production while
respecting artists' rights and creative agency.",Generative AI; Music; Ethics; Copyright; Creativity,2026,"Musicians' ethical concerns about AI: an interview study Generative AI in music (GAIM) technologies are rapidly transforming
music production, yet little is known about how working musicians
perceive and respond to these changes. This study presents findings from
in-depth interviews with 43 musicians, spanning diverse genres,
professional roles and experience with music technology. Our analysis,
informed by a reflexive thematic analysis approach, suggests complex
tensions between perceived benefits and risks of GAIM adoption. Key
themes were generated around tensions between (i) fear of reduced job
opportunities for professional musicians and appreciation of the
potential of AI to make individual musicians more independent and
productive; (ii) fear about the exploitation of artists' work and
benefits of open music exchanges; (iii) fear that AI will exacerbate
inequities and recognition of AI's potential to increase access to music
production. Our findings highlight the need for careful consideration of
justice and fairness in GAIM development and deployment, suggesting that
different types of GAIM use (from assistant to replacement) carry
distinct ethical implications. This work provides a foundation for
understanding how GAIMs can be integrated into music production while
respecting artists' rights and creative agency. Generative AI; Music; Ethics; Copyright; Creativity"
"Exploring the Needs of Practising Musicians in Co-Creative AI Through
Co-Design","Recent advances in generative AI music have resulted in new technologies
that are being framed as co-creative tools for musicians with early work
demonstrating their potential to add to music practice. While the field
has seen many valuable contributions, work that involves practising
musicians in the design and development of these tools is limited, with
the majority of work including them only once a tool has been developed.
In this paper, we present a case study that explores the needs of
practising musicians through the co-design of a musical variation
system, highlighting the importance of involving a diverse range of
musicians throughout the design process and uncovering various design
insights. This was achieved through two workshops and a two week
ecological evaluation, where musicians from different musical
backgrounds offered valuable insights not only on a musical system's
design but also on how a musical AI could be integrated into their
musical practices.",Co-Creative AI; Human-AI interaction; Co-creative music composition,2025,"Exploring the Needs of Practising Musicians in Co-Creative AI Through
Co-Design Recent advances in generative AI music have resulted in new technologies
that are being framed as co-creative tools for musicians with early work
demonstrating their potential to add to music practice. While the field
has seen many valuable contributions, work that involves practising
musicians in the design and development of these tools is limited, with
the majority of work including them only once a tool has been developed.
In this paper, we present a case study that explores the needs of
practising musicians through the co-design of a musical variation
system, highlighting the importance of involving a diverse range of
musicians throughout the design process and uncovering various design
insights. This was achieved through two workshops and a two week
ecological evaluation, where musicians from different musical
backgrounds offered valuable insights not only on a musical system's
design but also on how a musical AI could be integrated into their
musical practices. Co-Creative AI; Human-AI interaction; Co-creative music composition"
"The impact of sound design with AI synthetic voices on the listening
experience in audio tour guides","In the evolving landscape of audio-guided experiences, this study
explores how key sound design elements-specifically AI synthetic voices,
background music, and sound effects-shape travelers' listening
experiences. Using a 2 x 2 x 2 full-factorial experimental design, we
investigate how these components influence both cognitive and affective
responses in audio communication. Building on strong experimental
findings, textual analysis adds nuanced insights. The results show that
female AI voices significantly enhance cognitive outcomes mediated by
listener familiarity, and participants showed a more favorable affective
response to female AI voices over male ones. Background music and sound
effects also enriched experiences by enhancing mental imagery, though
their significant interactions suggest that the combination of using
both design elements risked overwhelming listeners. This study equips
audio design practitioners with a practical framework for integrating
diverse sound elements to enhance listening experiences, while also
enriching the discussions on audio design and fostering innovation
within technology-driven tourism.","Audio-guided tourism; Audio user experience; Sound design; AI synthetic
voice; Background music; Sound effects",2025,"The impact of sound design with AI synthetic voices on the listening
experience in audio tour guides In the evolving landscape of audio-guided experiences, this study
explores how key sound design elements-specifically AI synthetic voices,
background music, and sound effects-shape travelers' listening
experiences. Using a 2 x 2 x 2 full-factorial experimental design, we
investigate how these components influence both cognitive and affective
responses in audio communication. Building on strong experimental
findings, textual analysis adds nuanced insights. The results show that
female AI voices significantly enhance cognitive outcomes mediated by
listener familiarity, and participants showed a more favorable affective
response to female AI voices over male ones. Background music and sound
effects also enriched experiences by enhancing mental imagery, though
their significant interactions suggest that the combination of using
both design elements risked overwhelming listeners. This study equips
audio design practitioners with a practical framework for integrating
diverse sound elements to enhance listening experiences, while also
enriching the discussions on audio design and fostering innovation
within technology-driven tourism. Audio-guided tourism; Audio user experience; Sound design; AI synthetic
voice; Background music; Sound effects"
"Music content personalized recommendation system based on a
convolutional neural network","In recent years, the rapid advancement of artificial intelligence (AI)
technology has made remarkable strides in the music industry, profoundly
impacting various aspects of our lives. This progress has extended to
revolutionizing industries, streamlining processes, and enhancing
personalization in music. AI's expanding capabilities have driven
computer vision, natural language processing, and machine learning
breakthroughs. As music enthusiasts increasingly turn to online
platforms, the need for effective recommendation systems has become more
pressing. The exponential growth of musical content poses a challenge in
discovering music tailored to individual tastes. This paper proposed a
personalized music recommendation system powered by deep learning,
explicitly utilizing convolutional neural networks (CNNs) to address the
challenges posed by expanding music libraries and diverse song
resources. In today's era of ever-growing music databases and increasing
content diversity, more than traditional retrieval methods are needed to
efficiently connect users with their preferred track. Traditional music
platforms rely solely on retrieval mechanisms, necessitating manual
inputs such as artist names and titles to locate specific songs.
However, this approach needs in-depth music data analysis and delivers
personalized recommendations generated by various deep learning-based
algorithms. This paper bridges this gap by harnessing deep learning
algorithms for comprehensive music data analysis and personalized song
suggestions. The proposed CNN-based recommendation system explores the
domains of deep learning and content-based approaches, empowering users
to discover their favorite tunes swiftly. This innovative mechanism
leverages CNNs and deep learning algorithms to offer efficient,
personalized, and data-driven music recommendations, transforming the
user experience with their music collections. In experimental results,
the proposed CNN model is compared with various deep learning
algorithms, including DNN, RNN, and LSTM, as well as traditional
algorithms like SVM, KNN, RF, and DT. Impressively, the CNN model
achieved the highest accuracy at 95\%, surpassing all other algorithms.","Deep learning; Music data; Personalized recommendation; Recommendation
algorithm; Convolutional neural networks",2024,"Music content personalized recommendation system based on a
convolutional neural network In recent years, the rapid advancement of artificial intelligence (AI)
technology has made remarkable strides in the music industry, profoundly
impacting various aspects of our lives. This progress has extended to
revolutionizing industries, streamlining processes, and enhancing
personalization in music. AI's expanding capabilities have driven
computer vision, natural language processing, and machine learning
breakthroughs. As music enthusiasts increasingly turn to online
platforms, the need for effective recommendation systems has become more
pressing. The exponential growth of musical content poses a challenge in
discovering music tailored to individual tastes. This paper proposed a
personalized music recommendation system powered by deep learning,
explicitly utilizing convolutional neural networks (CNNs) to address the
challenges posed by expanding music libraries and diverse song
resources. In today's era of ever-growing music databases and increasing
content diversity, more than traditional retrieval methods are needed to
efficiently connect users with their preferred track. Traditional music
platforms rely solely on retrieval mechanisms, necessitating manual
inputs such as artist names and titles to locate specific songs.
However, this approach needs in-depth music data analysis and delivers
personalized recommendations generated by various deep learning-based
algorithms. This paper bridges this gap by harnessing deep learning
algorithms for comprehensive music data analysis and personalized song
suggestions. The proposed CNN-based recommendation system explores the
domains of deep learning and content-based approaches, empowering users
to discover their favorite tunes swiftly. This innovative mechanism
leverages CNNs and deep learning algorithms to offer efficient,
personalized, and data-driven music recommendations, transforming the
user experience with their music collections. In experimental results,
the proposed CNN model is compared with various deep learning
algorithms, including DNN, RNN, and LSTM, as well as traditional
algorithms like SVM, KNN, RF, and DT. Impressively, the CNN model
achieved the highest accuracy at 95\%, surpassing all other algorithms. Deep learning; Music data; Personalized recommendation; Recommendation
algorithm; Convolutional neural networks"
"Exploring audience reception and cultural influences: The case of the
virtual idol Noonoouri in European popular music","This study examines audience responses to the European virtual idol
Noonoouri using an audience reception approach. While Japanese virtual
idols have been widely studied, audience reception in European contexts
remains underexplored. Using Python-assisted sentiment analysis combined
with qualitative thematic analysis of YouTube comments, the study
investigates how audiences evaluate Noonoouri's music and digital
persona regarding creativity, legitimacy, and cultural context in
European mainstream music. Findings reveal predominantly negative
responses, with scepticism regarding emotional expressiveness,
originality, and impacts on human creativity, alongside occasional
recognition of technical innovation. Audience interpretations clustered
into three frameworks: `Emotional Authenticity and Affective
Engagement', `Authorship, Labour Ethics, and Creativity', and `Cultural
Value and European Mainstream Integration'. The results show that
virtual idol reception cannot be understood through technical criteria
alone; audiences actively negotiate cultural, ethical, and authenticity
meanings, providing insight into how legitimacy is constructed for
AI-generated music and virtual idols in European popular music contexts.","AI-generated music; virtual idols; audience reception; mainstream
popular music; European music; YouTube",2025,"Exploring audience reception and cultural influences: The case of the
virtual idol Noonoouri in European popular music This study examines audience responses to the European virtual idol
Noonoouri using an audience reception approach. While Japanese virtual
idols have been widely studied, audience reception in European contexts
remains underexplored. Using Python-assisted sentiment analysis combined
with qualitative thematic analysis of YouTube comments, the study
investigates how audiences evaluate Noonoouri's music and digital
persona regarding creativity, legitimacy, and cultural context in
European mainstream music. Findings reveal predominantly negative
responses, with scepticism regarding emotional expressiveness,
originality, and impacts on human creativity, alongside occasional
recognition of technical innovation. Audience interpretations clustered
into three frameworks: `Emotional Authenticity and Affective
Engagement', `Authorship, Labour Ethics, and Creativity', and `Cultural
Value and European Mainstream Integration'. The results show that
virtual idol reception cannot be understood through technical criteria
alone; audiences actively negotiate cultural, ethical, and authenticity
meanings, providing insight into how legitimacy is constructed for
AI-generated music and virtual idols in European popular music contexts. AI-generated music; virtual idols; audience reception; mainstream
popular music; European music; YouTube"
"Using Artificial Intelligence in Music Creation? a Survey Based on
Copyright Consciousness","Artificial intelligence (AI) hits music creation. With the assistance of
AI, the threshold of music generation decreases. Users are capable of
generating high-quality music for entertainment and business purposes.
As the increasing number of music generated by either AI algorithms or
musicians, who should be responsible for or benefit from the music?
Whether the music is public property or private property is widely
argued. This study focuses on copyright consciousness of music created
by AI algorithms. To understand copyright consciousness, this study
investigated five copyright determinants (economic incentive,
independence, creativity, intelligence effort, and tool property) and
identified eight music creation scenarios based on stakeholders
(programmers, music producers and end-users) and the degree of AI
involvement (fully autonomous, partially autonomous, and automatic)
through survey research. This study ended up with 137 valid responses
via online survey platforms. Kruskal-Wallis test and logistic regression
were used for data analysis. According to the results, this study
indicated that creativity and tool property were important for
programmers' copyright consciousness; economic incentive mattered
end-users' copyright consciousness; economic incentive, independence,
and creativity were critical for music producers' copyright
consciousness. Moreover, tool property influenced overall copyright
consciousness in AI creative spaces, while intelligence effort was
increasingly important as the growth of the degree of AI involvement.
Gathering the results, this study proposed a copyright consciousness
framework for suggesting critical copyright determinants for recognizing
AI music as personal or public property from the perspective of
different stakeholders. As the increasing use of AI in music creation,
this study believes that the results and proposed framework could help
understand copyright consciousness from various aspects, which should be
foundations for developing future human-centered AI-related copyright.",Artificial intelligence; Copyright; AI music; Music creation,2024,"Using Artificial Intelligence in Music Creation? a Survey Based on
Copyright Consciousness Artificial intelligence (AI) hits music creation. With the assistance of
AI, the threshold of music generation decreases. Users are capable of
generating high-quality music for entertainment and business purposes.
As the increasing number of music generated by either AI algorithms or
musicians, who should be responsible for or benefit from the music?
Whether the music is public property or private property is widely
argued. This study focuses on copyright consciousness of music created
by AI algorithms. To understand copyright consciousness, this study
investigated five copyright determinants (economic incentive,
independence, creativity, intelligence effort, and tool property) and
identified eight music creation scenarios based on stakeholders
(programmers, music producers and end-users) and the degree of AI
involvement (fully autonomous, partially autonomous, and automatic)
through survey research. This study ended up with 137 valid responses
via online survey platforms. Kruskal-Wallis test and logistic regression
were used for data analysis. According to the results, this study
indicated that creativity and tool property were important for
programmers' copyright consciousness; economic incentive mattered
end-users' copyright consciousness; economic incentive, independence,
and creativity were critical for music producers' copyright
consciousness. Moreover, tool property influenced overall copyright
consciousness in AI creative spaces, while intelligence effort was
increasingly important as the growth of the degree of AI involvement.
Gathering the results, this study proposed a copyright consciousness
framework for suggesting critical copyright determinants for recognizing
AI music as personal or public property from the perspective of
different stakeholders. As the increasing use of AI in music creation,
this study believes that the results and proposed framework could help
understand copyright consciousness from various aspects, which should be
foundations for developing future human-centered AI-related copyright. Artificial intelligence; Copyright; AI music; Music creation"
"THE ETHICO-CULTURAL IMPLICATIONS OF ARTIFICIAL INTELLIGENCE AND
ALGORITHM-GENERATED MUSIC IN NIGERIA","AI technologies are increasingly shaping creative processes in the music
industry, raising critical ethical and cultural questions about
ownership, originality and the value of human artistry. In Nigeria, the
rise of AI-driven music presents challenges in preserving cultural
authenticity and protecting intellectual property rights amid rapid
technological advancements. This study critically examines the ethical
and cultural implications of AI-generated music within the context of
Nigerian music production. Using descriptive and evaluative
methods-including literature reviews, interviews, case studies and
content analysis-it explores industry perspectives, concerns and the
practical impact of these technologies. Findings reveal that AI blurs
the lines between human and machine creativity, contributes to cultural
homogenization and threatens job security for musicians and producers.
Additional ethical concerns include potential loss of intellectual
property and copyright protections.","Artificial Intelligence (AI); Algorithm; Music; Ethico-Cultural; Music
Production",2024,"THE ETHICO-CULTURAL IMPLICATIONS OF ARTIFICIAL INTELLIGENCE AND
ALGORITHM-GENERATED MUSIC IN NIGERIA AI technologies are increasingly shaping creative processes in the music
industry, raising critical ethical and cultural questions about
ownership, originality and the value of human artistry. In Nigeria, the
rise of AI-driven music presents challenges in preserving cultural
authenticity and protecting intellectual property rights amid rapid
technological advancements. This study critically examines the ethical
and cultural implications of AI-generated music within the context of
Nigerian music production. Using descriptive and evaluative
methods-including literature reviews, interviews, case studies and
content analysis-it explores industry perspectives, concerns and the
practical impact of these technologies. Findings reveal that AI blurs
the lines between human and machine creativity, contributes to cultural
homogenization and threatens job security for musicians and producers.
Additional ethical concerns include potential loss of intellectual
property and copyright protections. Artificial Intelligence (AI); Algorithm; Music; Ethico-Cultural; Music
Production"
"CPTGZ: Generating Chinese Guzheng Music From Chinese Paintings Based on
Diffusion Model","In the context of rapid advancements in artificial intelligence
technology, AI-powered music composition has demonstrated remarkable
creative capabilities. However, no existing music generation model has
been able to produce authentic waveform-level traditional Chinese music.
To explore the potential of this field and address the limitations of
current technologies in generating traditional Chinese music, this study
introduces CPTGZ (Chinese Painting to Guzheng Music), a music generation
model based on latent diffusion and Transformer architectures. CPTGZ
aims to achieve automatic generation of waveform-level Guzheng music
from Chinese paintings, thereby addressing the inability of existing
music generation models to produce traditional Chinese music.To support
the development and training of the model, we constructed a large-scale
dataset of paired Chinese paintings and Guzheng music, consisting of
22,103 sample pairs. Through experimental evaluation, we found that
CPTGZ exhibits excellent performance in terms of music quality and
Guzheng-specific characteristics. The results demonstrate that our model
can generate Chinese Guzheng music pieces highly correlated in style and
semantics with the input Chinese paintings. Furthermore, the musical
qualities of the generated Guzheng compositions demonstrate the
characteristics of traditional Chinese music, thus validating the
feasibility and effectiveness of our model.This research contributes to
the field of AI-driven music generation by addressing the specific
challenges of creating authentic traditional Chinese music, particularly
Guzheng compositions, based on visual art inputs. The successful
implementation of CPTGZ not only opens new avenues for cross-modal
generation in the domain of culturally specific art forms, but also
demonstrates the potential for AI to preserve and innovate within
traditional art forms.","Music; Painting; Spectrogram; Data models; Cultural differences; Art;
Solid modeling; Silicon carbide; Feature extraction; Information
exchange; Diffusion models; Music generation; latent diffusion model;
traditional Chinese music; deep learning; AI music composition",2024,"CPTGZ: Generating Chinese Guzheng Music From Chinese Paintings Based on
Diffusion Model In the context of rapid advancements in artificial intelligence
technology, AI-powered music composition has demonstrated remarkable
creative capabilities. However, no existing music generation model has
been able to produce authentic waveform-level traditional Chinese music.
To explore the potential of this field and address the limitations of
current technologies in generating traditional Chinese music, this study
introduces CPTGZ (Chinese Painting to Guzheng Music), a music generation
model based on latent diffusion and Transformer architectures. CPTGZ
aims to achieve automatic generation of waveform-level Guzheng music
from Chinese paintings, thereby addressing the inability of existing
music generation models to produce traditional Chinese music.To support
the development and training of the model, we constructed a large-scale
dataset of paired Chinese paintings and Guzheng music, consisting of
22,103 sample pairs. Through experimental evaluation, we found that
CPTGZ exhibits excellent performance in terms of music quality and
Guzheng-specific characteristics. The results demonstrate that our model
can generate Chinese Guzheng music pieces highly correlated in style and
semantics with the input Chinese paintings. Furthermore, the musical
qualities of the generated Guzheng compositions demonstrate the
characteristics of traditional Chinese music, thus validating the
feasibility and effectiveness of our model.This research contributes to
the field of AI-driven music generation by addressing the specific
challenges of creating authentic traditional Chinese music, particularly
Guzheng compositions, based on visual art inputs. The successful
implementation of CPTGZ not only opens new avenues for cross-modal
generation in the domain of culturally specific art forms, but also
demonstrates the potential for AI to preserve and innovate within
traditional art forms. Music; Painting; Spectrogram; Data models; Cultural differences; Art;
Solid modeling; Silicon carbide; Feature extraction; Information
exchange; Diffusion models; Music generation; latent diffusion model;
traditional Chinese music; deep learning; AI music composition"
"Culturally Relevant Artificial Intelligence Education with Music for
Secondary School Students","Artificial Intelligence (AI) has increasingly gained attention in recent
years, and with it, the need to involve youth in responsible uses the
technology. I propose a method that aims to equip secondary school
students with the necessary knowledge and skills to identify, describe,
interact, and create with AI responsibly. Particularly, my research aims
to engage students in culturally relevant learning integrating music as
a cultural signifier. Using a Constructionist approach, I propose a
method in which students will learn about AI through making personally
meaningful musical artefacts. By situating the study in two different
sociocultural contexts, this study aims to characterise the extent to
which different local cultures influence learning outcomes (cognitive,
affective, and behavioural) when learning about AI. This study aims to
provide a systematic method for collecting and analysing data from
students' interactions with an AI-enabled music creation platform, thus
enabling a holistic understanding of students' learning processes.","AI Education; Multimodal Learning Analytics; Culturally relevant
education; Music",2024,"Culturally Relevant Artificial Intelligence Education with Music for
Secondary School Students Artificial Intelligence (AI) has increasingly gained attention in recent
years, and with it, the need to involve youth in responsible uses the
technology. I propose a method that aims to equip secondary school
students with the necessary knowledge and skills to identify, describe,
interact, and create with AI responsibly. Particularly, my research aims
to engage students in culturally relevant learning integrating music as
a cultural signifier. Using a Constructionist approach, I propose a
method in which students will learn about AI through making personally
meaningful musical artefacts. By situating the study in two different
sociocultural contexts, this study aims to characterise the extent to
which different local cultures influence learning outcomes (cognitive,
affective, and behavioural) when learning about AI. This study aims to
provide a systematic method for collecting and analysing data from
students' interactions with an AI-enabled music creation platform, thus
enabling a holistic understanding of students' learning processes. AI Education; Multimodal Learning Analytics; Culturally relevant
education; Music"
"Blind search and flexible product visions: the sociotechnical shaping of
generative music engines","Amidst the surge in AI-oriented commercial ventures, music is a site of
intensive efforts to innovate. A number of companies are seeking to
apply AI to music production and consumption, and amongst them several
are seeking to reinvent the music listening experience as adaptive,
interactive, functional and infinitely generative. These are bold
objectives, having no clear roadmap for what designs, technologies and
use cases, if any, will be successful. Thus each company relies on
speculative product visions. Through four case studies of such
companies, I consider how product visions must carefully provide a clear
plan for developers and investors, whilst also remaining open to agile
user-centred product development strategies, which I discuss in terms of
the `blind search' nature of innovation. I suggest that innovation in
this area needs to be understood in terms of technological emergence,
which is neither technologically determinist nor driven entirely by the
visions of founders, but through a complex of interacting forces. I also
consider, through these cases, how, through the accumulation of residual
value, all such start-up work risks being exapted for more familiar
extractive capitalist agendas under the general process that Doctorow
calls ``enshittification{''}. Lastly, I consider a number of other more
specific ways in which these projects, if their growth is achieved,
could influence music culture more broadly.",Creative AI; AI music; AI start-ups; Generative music engines,2025,"Blind search and flexible product visions: the sociotechnical shaping of
generative music engines Amidst the surge in AI-oriented commercial ventures, music is a site of
intensive efforts to innovate. A number of companies are seeking to
apply AI to music production and consumption, and amongst them several
are seeking to reinvent the music listening experience as adaptive,
interactive, functional and infinitely generative. These are bold
objectives, having no clear roadmap for what designs, technologies and
use cases, if any, will be successful. Thus each company relies on
speculative product visions. Through four case studies of such
companies, I consider how product visions must carefully provide a clear
plan for developers and investors, whilst also remaining open to agile
user-centred product development strategies, which I discuss in terms of
the `blind search' nature of innovation. I suggest that innovation in
this area needs to be understood in terms of technological emergence,
which is neither technologically determinist nor driven entirely by the
visions of founders, but through a complex of interacting forces. I also
consider, through these cases, how, through the accumulation of residual
value, all such start-up work risks being exapted for more familiar
extractive capitalist agendas under the general process that Doctorow
calls ``enshittification{''}. Lastly, I consider a number of other more
specific ways in which these projects, if their growth is achieved,
could influence music culture more broadly. Creative AI; AI music; AI start-ups; Generative music engines"
"Transforming text to music using artificial intelligence improves the
frontal lobe function of normal older adults","Introduction Recent advances in artificial intelligence (AI) have been
substantial. We investigated the effectiveness of an online meeting in
which normal older adults (otokai) used a music-generative AI that
transforms text to music (Music Trinity Generative Algorithm-Human
Refined {[}MusicTGA-HR]). Methods One hundred eighteen
community-dwelling, cognitively normal older adults were recruited
through the internet (64 men, 54 women; mean age: 69.4 +/- 4.4 years).
Using MusicTGA-HR, the participants chose music that they thought was
the most suitable to a given theme. We established 11 classes of 7-10
members and one instructor each. Each class held an online meeting once
a week, and each participant presented the music they chose. The other
participants and the instructor then commented on the music.
Neuropsychological assessments were performed before and after the
intervention for 6 months, and the results before and after the
intervention were statistically analyzed. Results The category and
letter word fluencies (WFs) were significantly improved (category WF: p
= .003; letter WF: p = .036), and the time of the Trail-Making Test-B
was also significantly shortened (p = .039). The Brain Assessment, an
online cognitive test we developed, showed significant improvement in
the memory of numbers (p < .001). Conclusion The online meeting of the
otokai, which used music-generative AI, improved the frontal lobe
function and memory of independent normal older adults.","artificial intelligence; composition; music; Music Trinity Generative
Algorithm-Human Refined; otokai",2024,"Transforming text to music using artificial intelligence improves the
frontal lobe function of normal older adults Introduction Recent advances in artificial intelligence (AI) have been
substantial. We investigated the effectiveness of an online meeting in
which normal older adults (otokai) used a music-generative AI that
transforms text to music (Music Trinity Generative Algorithm-Human
Refined {[}MusicTGA-HR]). Methods One hundred eighteen
community-dwelling, cognitively normal older adults were recruited
through the internet (64 men, 54 women; mean age: 69.4 +/- 4.4 years).
Using MusicTGA-HR, the participants chose music that they thought was
the most suitable to a given theme. We established 11 classes of 7-10
members and one instructor each. Each class held an online meeting once
a week, and each participant presented the music they chose. The other
participants and the instructor then commented on the music.
Neuropsychological assessments were performed before and after the
intervention for 6 months, and the results before and after the
intervention were statistically analyzed. Results The category and
letter word fluencies (WFs) were significantly improved (category WF: p
= .003; letter WF: p = .036), and the time of the Trail-Making Test-B
was also significantly shortened (p = .039). The Brain Assessment, an
online cognitive test we developed, showed significant improvement in
the memory of numbers (p < .001). Conclusion The online meeting of the
otokai, which used music-generative AI, improved the frontal lobe
function and memory of independent normal older adults. artificial intelligence; composition; music; Music Trinity Generative
Algorithm-Human Refined; otokai"
"Artificial Intelligence in the music classroom. Experience and
perception of specialist teachers in Secondary Education","Nowadays classroom practice is heavily influenced by an increase in
resources linked to Artificial Intelligence (AI), and music education is
no exception. Teachers still find difficulties in achieving a balance
between content and skills, but, without a doubt, the practical
opportunities offe-red by AI in Secondary Education are motivating for
students. The objectives of this investigation are to analyze the
expe-rience of teachers in AI, quantify the skills learned by students,
and examine the tra-ining needs that allow for the didactic use of AI.
The focus of this study was on the perception of specialist teachers of
music in relation to the resources and utilities of AI. The study was
carried out in the Au-tonomous Community of Madrid, with a random sample
of 301 participants, all of them teachers in Secondary Education
schools. A mixed, qualitative and quan-titative, questionnaire was
employed to gather data. Results revealed that almost 40\% of the
teachers had been in contact with AI tools, around 30\% had received
training, and, when asked about their knowledge of the educational
legislation, 91\% highlighted they did not know how AI was articulated
legislatively. Regarding teachers' demands in relation to AI, the most
common ones referred to software management (60\%), classroom resources
(19\%), and group dynamics (10\%). More than 94\% considered that it is
necessary to increase training in resources linked to AI.","Artificial intelligence; Musical Education; Faculty; High School;
Education",2024,"Artificial Intelligence in the music classroom. Experience and
perception of specialist teachers in Secondary Education Nowadays classroom practice is heavily influenced by an increase in
resources linked to Artificial Intelligence (AI), and music education is
no exception. Teachers still find difficulties in achieving a balance
between content and skills, but, without a doubt, the practical
opportunities offe-red by AI in Secondary Education are motivating for
students. The objectives of this investigation are to analyze the
expe-rience of teachers in AI, quantify the skills learned by students,
and examine the tra-ining needs that allow for the didactic use of AI.
The focus of this study was on the perception of specialist teachers of
music in relation to the resources and utilities of AI. The study was
carried out in the Au-tonomous Community of Madrid, with a random sample
of 301 participants, all of them teachers in Secondary Education
schools. A mixed, qualitative and quan-titative, questionnaire was
employed to gather data. Results revealed that almost 40\% of the
teachers had been in contact with AI tools, around 30\% had received
training, and, when asked about their knowledge of the educational
legislation, 91\% highlighted they did not know how AI was articulated
legislatively. Regarding teachers' demands in relation to AI, the most
common ones referred to software management (60\%), classroom resources
(19\%), and group dynamics (10\%). More than 94\% considered that it is
necessary to increase training in resources linked to AI. Artificial intelligence; Musical Education; Faculty; High School;
Education"
"Multitrack Emotion-Based Music Generation Network Using Continuous
Symbolic Features","Musicians need an efficient composition process to yield a multitude of
musical pieces. To enhance the artistry and emotional relevance of
AI-generated music, a novel MultiTrack Emotion Music Generation model
(MEMG) is proposed. MEMG minimizes reliance on emotion-labeled datasets,
instead employing musical features such as conditional pitch histograms
to signify music emotion attributes. By analyzing music features and
emotional responses, MEMG facilitates controlled music generation with
diverse emotions, where specific emotions are mapped based on Russell's
psychological model. A novel hybrid feedback reward network is
constructed, integrating music theory rules, discriminator, and musical
emotion interpretation. Incorporating music theory and embedding music
emotion as input parameters during generation. Objective music theory
evaluation and subjective auditory testing validate MEMG's
competitiveness in composing varied emotional music, coupled with
exemplary adherence to musical rules.","Music structure feature; Music emotions; Crossattention; Symbolic music
generation; Hybrid reward mechanism",2024,"Multitrack Emotion-Based Music Generation Network Using Continuous
Symbolic Features Musicians need an efficient composition process to yield a multitude of
musical pieces. To enhance the artistry and emotional relevance of
AI-generated music, a novel MultiTrack Emotion Music Generation model
(MEMG) is proposed. MEMG minimizes reliance on emotion-labeled datasets,
instead employing musical features such as conditional pitch histograms
to signify music emotion attributes. By analyzing music features and
emotional responses, MEMG facilitates controlled music generation with
diverse emotions, where specific emotions are mapped based on Russell's
psychological model. A novel hybrid feedback reward network is
constructed, integrating music theory rules, discriminator, and musical
emotion interpretation. Incorporating music theory and embedding music
emotion as input parameters during generation. Objective music theory
evaluation and subjective auditory testing validate MEMG's
competitiveness in composing varied emotional music, coupled with
exemplary adherence to musical rules. Music structure feature; Music emotions; Crossattention; Symbolic music
generation; Hybrid reward mechanism"
"``It's more of a vibe I'm going for{''}: Designing Text-to-Music
Generation Interfaces for Video Creators","Background music plays a crucial role in social media videos, yet
finding the right music remains a challenge for video creators. These
creators, often not music experts, struggle to describe their musical
goals and compare options. AI text-to-music generation presents an
opportunity to address these challenges by allowing users to generate
music through text prompts; however, these models often require musical
expertise and are difficult to control. In this paper, we explore how to
incorporate music generation into video editing workflows. A formative
study with video creators revealed challenges in articulating and
iterating on musical preferences, as creators described music as
``vibes{''} rather than with explicit musical vocabulary. Guided by
these insights, we developed a creative assistant for music generation
using editable vibe-based recommendations and structured refinement of
music output. A user study showed that the assistant supports
exploration, while direct prompting is more effective for precise goals.
Our findings offer design recommendations for AI music tools for video
creators.",Music Generation; Video Editing; Generative AI,2025,"``It's more of a vibe I'm going for{''}: Designing Text-to-Music
Generation Interfaces for Video Creators Background music plays a crucial role in social media videos, yet
finding the right music remains a challenge for video creators. These
creators, often not music experts, struggle to describe their musical
goals and compare options. AI text-to-music generation presents an
opportunity to address these challenges by allowing users to generate
music through text prompts; however, these models often require musical
expertise and are difficult to control. In this paper, we explore how to
incorporate music generation into video editing workflows. A formative
study with video creators revealed challenges in articulating and
iterating on musical preferences, as creators described music as
``vibes{''} rather than with explicit musical vocabulary. Guided by
these insights, we developed a creative assistant for music generation
using editable vibe-based recommendations and structured refinement of
music output. A user study showed that the assistant supports
exploration, while direct prompting is more effective for precise goals.
Our findings offer design recommendations for AI music tools for video
creators. Music Generation; Video Editing; Generative AI"
